DD_0_0,DD_0_1,DD_1_1,Dz_0_0_0,Dz_0_0_1,Dz_0_1_1,Dz_1_0_0,Dz_1_0_1,Dz_1_1_1,pi2_0_0_0_0,pi2_0_0_0_1,pi2_0_0_1_1,pi2_0_1_0_1,pi2_0_1_1_1,pi2_1_1_1_1,H_0_0,H_0_1,H_1_1
2.1737201422799813e-06,1.6819161690205031e-06,2.114814592745993e-06,1.7264061187293744e-06,1.4840847539785053e-06,3.131232159809598e-06,1.756988279305576e-06,9.462925257951938e-07,1.718518026660374e-06,5.263312217180115e-06,5.475086142255416e-06,4.487707929054797e-06,5.82185173892206e-06,4.824933111242283e-06,4.171618805481524e-06,0.00419508230596054,0.0043999999999999664,0.0036374613969918502
