vals,stats,mu,model,order,r,s,demo
1456,6.95632e-11,DD_0_0,1e-08,29,5,1e-04,-100,constant
1457,1.15191e-10,Dr_0_0_l_0,1e-08,29,5,1e-04,-100,constant
1458,1.05903e-05,Hl_0_0,1e-08,29,5,1e-04,-100,constant
1459,0.000999972,Hr_0_0,1e-08,29,5,1e-04,-100,constant
1460,1.05488e-08,pi2_0_0_0_0,1e-08,29,5,1e-04,-100,constant
1461,3.52291e-12,DD_0_0,1e-08,29,10,1e-04,-100,constant
1462,1.98925e-11,Dr_0_0_l_0,1e-08,29,10,1e-04,-100,constant
1463,9.19175e-06,Hl_0_0,1e-08,29,10,1e-04,-100,constant
1464,0.001,Hr_0_0,1e-08,29,10,1e-04,-100,constant
1465,9.24327e-09,pi2_0_0_0_0,1e-08,29,10,1e-04,-100,constant
1466,-4.09936e-11,DD_0_0,1e-08,29,20,1e-04,-100,constant
1467,-3.91806e-11,Dr_0_0_l_0,1e-08,29,20,1e-04,-100,constant
1468,8.84925e-06,Hl_0_0,1e-08,29,20,1e-04,-100,constant
1469,0.00100002,Hr_0_0,1e-08,29,20,1e-04,-100,constant
1470,8.9827e-09,pi2_0_0_0_0,1e-08,29,20,1e-04,-100,constant
1471,1.48247e-11,DD_0_0,1e-08,29,100,1e-04,-100,constant
1472,4.04234e-11,Dr_0_0_l_0,1e-08,29,100,1e-04,-100,constant
1473,9.84065e-06,Hl_0_0,1e-08,29,100,1e-04,-100,constant
1474,0.000999998,Hr_0_0,1e-08,29,100,1e-04,-100,constant
1475,9.90088e-09,pi2_0_0_0_0,1e-08,29,100,1e-04,-100,constant
1476,2.36031e-11,DD_0_0,1e-08,30,2,0.001,-100,constant
1477,2.38432e-11,Dr_0_0_l_0,1e-08,30,2,0.001,-100,constant
1478,9.72036e-06,Hl_0_0,1e-08,30,2,0.001,-100,constant
1479,0.000999988,Hr_0_0,1e-08,30,2,0.001,-100,constant
1480,9.7208e-09,pi2_0_0_0_0,1e-08,30,2,0.001,-100,constant
1481,2.84035e-11,DD_0_0,1e-08,30,5,0.001,-100,constant
1482,2.5085e-11,Dr_0_0_l_0,1e-08,30,5,0.001,-100,constant
1483,1.05903e-05,Hl_0_0,1e-08,30,5,0.001,-100,constant
1484,0.000999987,Hr_0_0,1e-08,30,5,0.001,-100,constant
1485,1.0587e-08,pi2_0_0_0_0,1e-08,30,5,0.001,-100,constant
1486,2.04668e-11,DD_0_0,1e-08,30,10,0.001,-100,constant
1487,2.4747e-11,Dr_0_0_l_0,1e-08,30,10,0.001,-100,constant
1488,9.19175e-06,Hl_0_0,1e-08,30,10,0.001,-100,constant
1489,0.000999988,Hr_0_0,1e-08,30,10,0.001,-100,constant
1490,9.19592e-09,pi2_0_0_0_0,1e-08,30,10,0.001,-100,constant
1491,1.84303e-11,DD_0_0,1e-08,30,20,0.001,-100,constant
1492,2.53071e-11,Dr_0_0_l_0,1e-08,30,20,0.001,-100,constant
1493,8.84926e-06,Hl_0_0,1e-08,30,20,0.001,-100,constant
1494,0.000999989,Hr_0_0,1e-08,30,20,0.001,-100,constant
1495,8.85594e-09,pi2_0_0_0_0,1e-08,30,20,0.001,-100,constant
1496,2.4223e-11,DD_0_0,1e-08,30,100,0.001,-100,constant
1497,2.47357e-11,Dr_0_0_l_0,1e-08,30,100,0.001,-100,constant
1498,9.84065e-06,Hl_0_0,1e-08,30,100,0.001,-100,constant
1499,0.000999988,Hr_0_0,1e-08,30,100,0.001,-100,constant
1500,9.84305e-09,pi2_0_0_0_0,1e-08,30,100,0.001,-100,constant
1,1.93253e-07,DD_0_0,1e-08,1,2,1e-08,0,10x_growth
2,9.22025e-08,Dr_0_0_l_0,1e-08,1,2,1e-08,0,10x_growth
3,0.00101213,Hl_0_0,1e-08,1,2,1e-08,0,10x_growth
4,0.00101213,Hr_0_0,1e-08,1,2,1e-08,0,10x_growth
5,1.04298e-06,pi2_0_0_0_0,1e-08,1,2,1e-08,0,10x_growth
6,1.93253e-07,DD_0_0,1e-08,1,5,1e-08,0,10x_growth
7,9.22025e-08,Dr_0_0_l_0,1e-08,1,5,1e-08,0,10x_growth
8,0.00101213,Hl_0_0,1e-08,1,5,1e-08,0,10x_growth
9,0.00101213,Hr_0_0,1e-08,1,5,1e-08,0,10x_growth
10,1.04298e-06,pi2_0_0_0_0,1e-08,1,5,1e-08,0,10x_growth
11,1.93253e-07,DD_0_0,1e-08,1,10,1e-08,0,10x_growth
12,9.22025e-08,Dr_0_0_l_0,1e-08,1,10,1e-08,0,10x_growth
13,0.00101213,Hl_0_0,1e-08,1,10,1e-08,0,10x_growth
14,0.00101213,Hr_0_0,1e-08,1,10,1e-08,0,10x_growth
15,1.04298e-06,pi2_0_0_0_0,1e-08,1,10,1e-08,0,10x_growth
16,1.93253e-07,DD_0_0,1e-08,1,20,1e-08,0,10x_growth
17,9.22025e-08,Dr_0_0_l_0,1e-08,1,20,1e-08,0,10x_growth
18,0.00101213,Hl_0_0,1e-08,1,20,1e-08,0,10x_growth
19,0.00101213,Hr_0_0,1e-08,1,20,1e-08,0,10x_growth
20,1.04298e-06,pi2_0_0_0_0,1e-08,1,20,1e-08,0,10x_growth
21,1.93253e-07,DD_0_0,1e-08,1,100,1e-08,0,10x_growth
22,9.22025e-08,Dr_0_0_l_0,1e-08,1,100,1e-08,0,10x_growth
23,0.00101213,Hl_0_0,1e-08,1,100,1e-08,0,10x_growth
24,0.00101213,Hr_0_0,1e-08,1,100,1e-08,0,10x_growth
25,1.04298e-06,pi2_0_0_0_0,1e-08,1,100,1e-08,0,10x_growth
26,1.92088e-07,DD_0_0,1e-08,2,2,1e-07,0,10x_growth
27,9.14985e-08,Dr_0_0_l_0,1e-08,2,2,1e-07,0,10x_growth
28,0.00101213,Hl_0_0,1e-08,2,2,1e-07,0,10x_growth
29,0.00101213,Hr_0_0,1e-08,2,2,1e-07,0,10x_growth
30,1.04286e-06,pi2_0_0_0_0,1e-08,2,2,1e-07,0,10x_growth
31,1.92088e-07,DD_0_0,1e-08,2,5,1e-07,0,10x_growth
32,9.14985e-08,Dr_0_0_l_0,1e-08,2,5,1e-07,0,10x_growth
33,0.00101213,Hl_0_0,1e-08,2,5,1e-07,0,10x_growth
34,0.00101213,Hr_0_0,1e-08,2,5,1e-07,0,10x_growth
35,1.04286e-06,pi2_0_0_0_0,1e-08,2,5,1e-07,0,10x_growth
36,1.92088e-07,DD_0_0,1e-08,2,10,1e-07,0,10x_growth
37,9.14985e-08,Dr_0_0_l_0,1e-08,2,10,1e-07,0,10x_growth
38,0.00101213,Hl_0_0,1e-08,2,10,1e-07,0,10x_growth
39,0.00101213,Hr_0_0,1e-08,2,10,1e-07,0,10x_growth
40,1.04286e-06,pi2_0_0_0_0,1e-08,2,10,1e-07,0,10x_growth
41,1.92088e-07,DD_0_0,1e-08,2,20,1e-07,0,10x_growth
42,9.14985e-08,Dr_0_0_l_0,1e-08,2,20,1e-07,0,10x_growth
43,0.00101213,Hl_0_0,1e-08,2,20,1e-07,0,10x_growth
44,0.00101213,Hr_0_0,1e-08,2,20,1e-07,0,10x_growth
45,1.04286e-06,pi2_0_0_0_0,1e-08,2,20,1e-07,0,10x_growth
46,1.92088e-07,DD_0_0,1e-08,2,100,1e-07,0,10x_growth
47,9.14984e-08,Dr_0_0_l_0,1e-08,2,100,1e-07,0,10x_growth
48,0.00101213,Hl_0_0,1e-08,2,100,1e-07,0,10x_growth
49,0.00101213,Hr_0_0,1e-08,2,100,1e-07,0,10x_growth
50,1.04286e-06,pi2_0_0_0_0,1e-08,2,100,1e-07,0,10x_growth
51,1.81105e-07,DD_0_0,1e-08,3,2,1e-06,0,10x_growth
52,8.4877e-08,Dr_0_0_l_0,1e-08,3,2,1e-06,0,10x_growth
53,0.00101213,Hl_0_0,1e-08,3,2,1e-06,0,10x_growth
54,0.00101213,Hr_0_0,1e-08,3,2,1e-06,0,10x_growth
55,1.04175e-06,pi2_0_0_0_0,1e-08,3,2,1e-06,0,10x_growth
56,1.81105e-07,DD_0_0,1e-08,3,5,1e-06,0,10x_growth
57,8.4877e-08,Dr_0_0_l_0,1e-08,3,5,1e-06,0,10x_growth
58,0.00101213,Hl_0_0,1e-08,3,5,1e-06,0,10x_growth
59,0.00101213,Hr_0_0,1e-08,3,5,1e-06,0,10x_growth
60,1.04175e-06,pi2_0_0_0_0,1e-08,3,5,1e-06,0,10x_growth
61,1.81105e-07,DD_0_0,1e-08,3,10,1e-06,0,10x_growth
62,8.4877e-08,Dr_0_0_l_0,1e-08,3,10,1e-06,0,10x_growth
63,0.00101213,Hl_0_0,1e-08,3,10,1e-06,0,10x_growth
64,0.00101213,Hr_0_0,1e-08,3,10,1e-06,0,10x_growth
65,1.04175e-06,pi2_0_0_0_0,1e-08,3,10,1e-06,0,10x_growth
66,1.81105e-07,DD_0_0,1e-08,3,20,1e-06,0,10x_growth
67,8.4877e-08,Dr_0_0_l_0,1e-08,3,20,1e-06,0,10x_growth
68,0.00101213,Hl_0_0,1e-08,3,20,1e-06,0,10x_growth
69,0.00101213,Hr_0_0,1e-08,3,20,1e-06,0,10x_growth
70,1.04175e-06,pi2_0_0_0_0,1e-08,3,20,1e-06,0,10x_growth
71,1.81105e-07,DD_0_0,1e-08,3,100,1e-06,0,10x_growth
72,8.4877e-08,Dr_0_0_l_0,1e-08,3,100,1e-06,0,10x_growth
73,0.00101213,Hl_0_0,1e-08,3,100,1e-06,0,10x_growth
74,0.00101213,Hr_0_0,1e-08,3,100,1e-06,0,10x_growth
75,1.04175e-06,pi2_0_0_0_0,1e-08,3,100,1e-06,0,10x_growth
76,1.13539e-07,DD_0_0,1e-08,4,2,1e-05,0,10x_growth
77,4.53105e-08,Dr_0_0_l_0,1e-08,4,2,1e-05,0,10x_growth
78,0.00101213,Hl_0_0,1e-08,4,2,1e-05,0,10x_growth
79,0.00101213,Hr_0_0,1e-08,4,2,1e-05,0,10x_growth
80,1.0347e-06,pi2_0_0_0_0,1e-08,4,2,1e-05,0,10x_growth
81,1.13539e-07,DD_0_0,1e-08,4,5,1e-05,0,10x_growth
82,4.53105e-08,Dr_0_0_l_0,1e-08,4,5,1e-05,0,10x_growth
83,0.00101213,Hl_0_0,1e-08,4,5,1e-05,0,10x_growth
84,0.00101213,Hr_0_0,1e-08,4,5,1e-05,0,10x_growth
85,1.0347e-06,pi2_0_0_0_0,1e-08,4,5,1e-05,0,10x_growth
86,1.13539e-07,DD_0_0,1e-08,4,10,1e-05,0,10x_growth
87,4.53105e-08,Dr_0_0_l_0,1e-08,4,10,1e-05,0,10x_growth
88,0.00101213,Hl_0_0,1e-08,4,10,1e-05,0,10x_growth
89,0.00101213,Hr_0_0,1e-08,4,10,1e-05,0,10x_growth
90,1.0347e-06,pi2_0_0_0_0,1e-08,4,10,1e-05,0,10x_growth
91,1.13539e-07,DD_0_0,1e-08,4,20,1e-05,0,10x_growth
92,4.53105e-08,Dr_0_0_l_0,1e-08,4,20,1e-05,0,10x_growth
93,0.00101213,Hl_0_0,1e-08,4,20,1e-05,0,10x_growth
94,0.00101213,Hr_0_0,1e-08,4,20,1e-05,0,10x_growth
95,1.0347e-06,pi2_0_0_0_0,1e-08,4,20,1e-05,0,10x_growth
96,1.13539e-07,DD_0_0,1e-08,4,100,1e-05,0,10x_growth
97,4.53105e-08,Dr_0_0_l_0,1e-08,4,100,1e-05,0,10x_growth
98,0.00101213,Hl_0_0,1e-08,4,100,1e-05,0,10x_growth
99,0.00101213,Hr_0_0,1e-08,4,100,1e-05,0,10x_growth
100,1.0347e-06,pi2_0_0_0_0,1e-08,4,100,1e-05,0,10x_growth
101,2.28454e-08,DD_0_0,1e-08,5,2,1e-04,0,10x_growth
102,3.35742e-09,Dr_0_0_l_0,1e-08,5,2,1e-04,0,10x_growth
103,0.00101213,Hl_0_0,1e-08,5,2,1e-04,0,10x_growth
104,0.00101213,Hr_0_0,1e-08,5,2,1e-04,0,10x_growth
105,1.02563e-06,pi2_0_0_0_0,1e-08,5,2,1e-04,0,10x_growth
106,2.28454e-08,DD_0_0,1e-08,5,5,1e-04,0,10x_growth
107,3.35742e-09,Dr_0_0_l_0,1e-08,5,5,1e-04,0,10x_growth
108,0.00101213,Hl_0_0,1e-08,5,5,1e-04,0,10x_growth
109,0.00101213,Hr_0_0,1e-08,5,5,1e-04,0,10x_growth
110,1.02563e-06,pi2_0_0_0_0,1e-08,5,5,1e-04,0,10x_growth
111,2.28454e-08,DD_0_0,1e-08,5,10,1e-04,0,10x_growth
112,3.35742e-09,Dr_0_0_l_0,1e-08,5,10,1e-04,0,10x_growth
113,0.00101213,Hl_0_0,1e-08,5,10,1e-04,0,10x_growth
114,0.00101213,Hr_0_0,1e-08,5,10,1e-04,0,10x_growth
115,1.02563e-06,pi2_0_0_0_0,1e-08,5,10,1e-04,0,10x_growth
116,2.28454e-08,DD_0_0,1e-08,5,20,1e-04,0,10x_growth
117,3.35742e-09,Dr_0_0_l_0,1e-08,5,20,1e-04,0,10x_growth
118,0.00101213,Hl_0_0,1e-08,5,20,1e-04,0,10x_growth
119,0.00101213,Hr_0_0,1e-08,5,20,1e-04,0,10x_growth
120,1.02563e-06,pi2_0_0_0_0,1e-08,5,20,1e-04,0,10x_growth
121,2.28454e-08,DD_0_0,1e-08,5,100,1e-04,0,10x_growth
122,3.35742e-09,Dr_0_0_l_0,1e-08,5,100,1e-04,0,10x_growth
123,0.00101213,Hl_0_0,1e-08,5,100,1e-04,0,10x_growth
124,0.00101213,Hr_0_0,1e-08,5,100,1e-04,0,10x_growth
125,1.02563e-06,pi2_0_0_0_0,1e-08,5,100,1e-04,0,10x_growth
126,2.52991e-09,DD_0_0,1e-08,6,2,0.001,0,10x_growth
127,4.87951e-11,Dr_0_0_l_0,1e-08,6,2,0.001,0,10x_growth
128,0.00101213,Hl_0_0,1e-08,6,2,0.001,0,10x_growth
129,0.00101213,Hr_0_0,1e-08,6,2,0.001,0,10x_growth
130,1.02443e-06,pi2_0_0_0_0,1e-08,6,2,0.001,0,10x_growth
131,2.52991e-09,DD_0_0,1e-08,6,5,0.001,0,10x_growth
132,4.87951e-11,Dr_0_0_l_0,1e-08,6,5,0.001,0,10x_growth
133,0.00101213,Hl_0_0,1e-08,6,5,0.001,0,10x_growth
134,0.00101213,Hr_0_0,1e-08,6,5,0.001,0,10x_growth
135,1.02443e-06,pi2_0_0_0_0,1e-08,6,5,0.001,0,10x_growth
136,2.52991e-09,DD_0_0,1e-08,6,10,0.001,0,10x_growth
137,4.87951e-11,Dr_0_0_l_0,1e-08,6,10,0.001,0,10x_growth
138,0.00101213,Hl_0_0,1e-08,6,10,0.001,0,10x_growth
139,0.00101213,Hr_0_0,1e-08,6,10,0.001,0,10x_growth
140,1.02443e-06,pi2_0_0_0_0,1e-08,6,10,0.001,0,10x_growth
141,2.52991e-09,DD_0_0,1e-08,6,20,0.001,0,10x_growth
142,4.87951e-11,Dr_0_0_l_0,1e-08,6,20,0.001,0,10x_growth
143,0.00101213,Hl_0_0,1e-08,6,20,0.001,0,10x_growth
144,0.00101213,Hr_0_0,1e-08,6,20,0.001,0,10x_growth
145,1.02443e-06,pi2_0_0_0_0,1e-08,6,20,0.001,0,10x_growth
146,2.52991e-09,DD_0_0,1e-08,6,100,0.001,0,10x_growth
147,4.87951e-11,Dr_0_0_l_0,1e-08,6,100,0.001,0,10x_growth
148,0.00101213,Hl_0_0,1e-08,6,100,0.001,0,10x_growth
149,0.00101213,Hr_0_0,1e-08,6,100,0.001,0,10x_growth
150,1.02443e-06,pi2_0_0_0_0,1e-08,6,100,0.001,0,10x_growth
151,1.83544e-07,DD_0_0,1e-08,7,2,1e-08,-0.1,10x_growth
152,8.98496e-08,Dr_0_0_l_0,1e-08,7,2,1e-08,-0.1,10x_growth
153,0.000974812,Hl_0_0,1e-08,7,2,1e-08,-0.1,10x_growth
154,0.00101213,Hr_0_0,1e-08,7,2,1e-08,-0.1,10x_growth
155,1.00502e-06,pi2_0_0_0_0,1e-08,7,2,1e-08,-0.1,10x_growth
156,1.83562e-07,DD_0_0,1e-08,7,5,1e-08,-0.1,10x_growth
157,8.98848e-08,Dr_0_0_l_0,1e-08,7,5,1e-08,-0.1,10x_growth
158,0.000974824,Hl_0_0,1e-08,7,5,1e-08,-0.1,10x_growth
159,0.00101213,Hr_0_0,1e-08,7,5,1e-08,-0.1,10x_growth
160,1.00503e-06,pi2_0_0_0_0,1e-08,7,5,1e-08,-0.1,10x_growth
161,1.83562e-07,DD_0_0,1e-08,7,10,1e-08,-0.1,10x_growth
162,8.98848e-08,Dr_0_0_l_0,1e-08,7,10,1e-08,-0.1,10x_growth
163,0.000974824,Hl_0_0,1e-08,7,10,1e-08,-0.1,10x_growth
164,0.00101213,Hr_0_0,1e-08,7,10,1e-08,-0.1,10x_growth
165,1.00503e-06,pi2_0_0_0_0,1e-08,7,10,1e-08,-0.1,10x_growth
166,1.83562e-07,DD_0_0,1e-08,7,20,1e-08,-0.1,10x_growth
167,8.98848e-08,Dr_0_0_l_0,1e-08,7,20,1e-08,-0.1,10x_growth
168,0.000974824,Hl_0_0,1e-08,7,20,1e-08,-0.1,10x_growth
169,0.00101213,Hr_0_0,1e-08,7,20,1e-08,-0.1,10x_growth
170,1.00503e-06,pi2_0_0_0_0,1e-08,7,20,1e-08,-0.1,10x_growth
171,1.83562e-07,DD_0_0,1e-08,7,100,1e-08,-0.1,10x_growth
172,8.98849e-08,Dr_0_0_l_0,1e-08,7,100,1e-08,-0.1,10x_growth
173,0.000974824,Hl_0_0,1e-08,7,100,1e-08,-0.1,10x_growth
174,0.00101213,Hr_0_0,1e-08,7,100,1e-08,-0.1,10x_growth
175,1.00503e-06,pi2_0_0_0_0,1e-08,7,100,1e-08,-0.1,10x_growth
176,1.82439e-07,DD_0_0,1e-08,8,2,1e-07,-0.1,10x_growth
177,8.91674e-08,Dr_0_0_l_0,1e-08,8,2,1e-07,-0.1,10x_growth
178,0.000974812,Hl_0_0,1e-08,8,2,1e-07,-0.1,10x_growth
179,0.00101213,Hr_0_0,1e-08,8,2,1e-07,-0.1,10x_growth
180,1.0049e-06,pi2_0_0_0_0,1e-08,8,2,1e-07,-0.1,10x_growth
181,1.82457e-07,DD_0_0,1e-08,8,5,1e-07,-0.1,10x_growth
182,8.92022e-08,Dr_0_0_l_0,1e-08,8,5,1e-07,-0.1,10x_growth
183,0.000974824,Hl_0_0,1e-08,8,5,1e-07,-0.1,10x_growth
184,0.00101213,Hr_0_0,1e-08,8,5,1e-07,-0.1,10x_growth
185,1.00492e-06,pi2_0_0_0_0,1e-08,8,5,1e-07,-0.1,10x_growth
186,1.82457e-07,DD_0_0,1e-08,8,10,1e-07,-0.1,10x_growth
187,8.92022e-08,Dr_0_0_l_0,1e-08,8,10,1e-07,-0.1,10x_growth
188,0.000974824,Hl_0_0,1e-08,8,10,1e-07,-0.1,10x_growth
189,0.00101213,Hr_0_0,1e-08,8,10,1e-07,-0.1,10x_growth
190,1.00492e-06,pi2_0_0_0_0,1e-08,8,10,1e-07,-0.1,10x_growth
191,1.82457e-07,DD_0_0,1e-08,8,20,1e-07,-0.1,10x_growth
192,8.92022e-08,Dr_0_0_l_0,1e-08,8,20,1e-07,-0.1,10x_growth
193,0.000974824,Hl_0_0,1e-08,8,20,1e-07,-0.1,10x_growth
194,0.00101213,Hr_0_0,1e-08,8,20,1e-07,-0.1,10x_growth
195,1.00492e-06,pi2_0_0_0_0,1e-08,8,20,1e-07,-0.1,10x_growth
196,1.82457e-07,DD_0_0,1e-08,8,100,1e-07,-0.1,10x_growth
197,8.92022e-08,Dr_0_0_l_0,1e-08,8,100,1e-07,-0.1,10x_growth
198,0.000974824,Hl_0_0,1e-08,8,100,1e-07,-0.1,10x_growth
199,0.00101213,Hr_0_0,1e-08,8,100,1e-07,-0.1,10x_growth
200,1.00492e-06,pi2_0_0_0_0,1e-08,8,100,1e-07,-0.1,10x_growth
201,1.72026e-07,DD_0_0,1e-08,9,2,1e-06,-0.1,10x_growth
202,8.275e-08,Dr_0_0_l_0,1e-08,9,2,1e-06,-0.1,10x_growth
203,0.000974812,Hl_0_0,1e-08,9,2,1e-06,-0.1,10x_growth
204,0.00101213,Hr_0_0,1e-08,9,2,1e-06,-0.1,10x_growth
205,1.00381e-06,pi2_0_0_0_0,1e-08,9,2,1e-06,-0.1,10x_growth
206,1.72041e-07,DD_0_0,1e-08,9,5,1e-06,-0.1,10x_growth
207,8.27817e-08,Dr_0_0_l_0,1e-08,9,5,1e-06,-0.1,10x_growth
208,0.000974824,Hl_0_0,1e-08,9,5,1e-06,-0.1,10x_growth
209,0.00101213,Hr_0_0,1e-08,9,5,1e-06,-0.1,10x_growth
210,1.00382e-06,pi2_0_0_0_0,1e-08,9,5,1e-06,-0.1,10x_growth
211,1.72041e-07,DD_0_0,1e-08,9,10,1e-06,-0.1,10x_growth
212,8.27817e-08,Dr_0_0_l_0,1e-08,9,10,1e-06,-0.1,10x_growth
213,0.000974824,Hl_0_0,1e-08,9,10,1e-06,-0.1,10x_growth
214,0.00101213,Hr_0_0,1e-08,9,10,1e-06,-0.1,10x_growth
215,1.00382e-06,pi2_0_0_0_0,1e-08,9,10,1e-06,-0.1,10x_growth
216,1.72041e-07,DD_0_0,1e-08,9,20,1e-06,-0.1,10x_growth
217,8.27817e-08,Dr_0_0_l_0,1e-08,9,20,1e-06,-0.1,10x_growth
218,0.000974824,Hl_0_0,1e-08,9,20,1e-06,-0.1,10x_growth
219,0.00101213,Hr_0_0,1e-08,9,20,1e-06,-0.1,10x_growth
220,1.00382e-06,pi2_0_0_0_0,1e-08,9,20,1e-06,-0.1,10x_growth
221,1.72041e-07,DD_0_0,1e-08,9,100,1e-06,-0.1,10x_growth
222,8.27816e-08,Dr_0_0_l_0,1e-08,9,100,1e-06,-0.1,10x_growth
223,0.000974824,Hl_0_0,1e-08,9,100,1e-06,-0.1,10x_growth
224,0.00101213,Hr_0_0,1e-08,9,100,1e-06,-0.1,10x_growth
225,1.00382e-06,pi2_0_0_0_0,1e-08,9,100,1e-06,-0.1,10x_growth
226,1.08052e-07,DD_0_0,1e-08,10,2,1e-05,-0.1,10x_growth
227,4.43856e-08,Dr_0_0_l_0,1e-08,10,2,1e-05,-0.1,10x_growth
228,0.000974812,Hl_0_0,1e-08,10,2,1e-05,-0.1,10x_growth
229,0.00101213,Hr_0_0,1e-08,10,2,1e-05,-0.1,10x_growth
230,9.96867e-07,pi2_0_0_0_0,1e-08,10,2,1e-05,-0.1,10x_growth
231,1.08057e-07,DD_0_0,1e-08,10,5,1e-05,-0.1,10x_growth
232,4.43997e-08,Dr_0_0_l_0,1e-08,10,5,1e-05,-0.1,10x_growth
233,0.000974824,Hl_0_0,1e-08,10,5,1e-05,-0.1,10x_growth
234,0.00101213,Hr_0_0,1e-08,10,5,1e-05,-0.1,10x_growth
235,9.9688e-07,pi2_0_0_0_0,1e-08,10,5,1e-05,-0.1,10x_growth
236,1.08057e-07,DD_0_0,1e-08,10,10,1e-05,-0.1,10x_growth
237,4.43997e-08,Dr_0_0_l_0,1e-08,10,10,1e-05,-0.1,10x_growth
238,0.000974824,Hl_0_0,1e-08,10,10,1e-05,-0.1,10x_growth
239,0.00101213,Hr_0_0,1e-08,10,10,1e-05,-0.1,10x_growth
240,9.9688e-07,pi2_0_0_0_0,1e-08,10,10,1e-05,-0.1,10x_growth
241,1.08057e-07,DD_0_0,1e-08,10,20,1e-05,-0.1,10x_growth
242,4.43997e-08,Dr_0_0_l_0,1e-08,10,20,1e-05,-0.1,10x_growth
243,0.000974824,Hl_0_0,1e-08,10,20,1e-05,-0.1,10x_growth
244,0.00101213,Hr_0_0,1e-08,10,20,1e-05,-0.1,10x_growth
245,9.9688e-07,pi2_0_0_0_0,1e-08,10,20,1e-05,-0.1,10x_growth
246,1.08057e-07,DD_0_0,1e-08,10,100,1e-05,-0.1,10x_growth
247,4.43997e-08,Dr_0_0_l_0,1e-08,10,100,1e-05,-0.1,10x_growth
248,0.000974824,Hl_0_0,1e-08,10,100,1e-05,-0.1,10x_growth
249,0.00101213,Hr_0_0,1e-08,10,100,1e-05,-0.1,10x_growth
250,9.9688e-07,pi2_0_0_0_0,1e-08,10,100,1e-05,-0.1,10x_growth
251,2.19222e-08,DD_0_0,1e-08,11,2,1e-04,-0.1,10x_growth
252,3.36522e-09,Dr_0_0_l_0,1e-08,11,2,1e-04,-0.1,10x_growth
253,0.000974812,Hl_0_0,1e-08,11,2,1e-04,-0.1,10x_growth
254,0.00101213,Hr_0_0,1e-08,11,2,1e-04,-0.1,10x_growth
255,9.87857e-07,pi2_0_0_0_0,1e-08,11,2,1e-04,-0.1,10x_growth
256,2.19225e-08,DD_0_0,1e-08,11,5,1e-04,-0.1,10x_growth
257,3.3656e-09,Dr_0_0_l_0,1e-08,11,5,1e-04,-0.1,10x_growth
258,0.000974824,Hl_0_0,1e-08,11,5,1e-04,-0.1,10x_growth
259,0.00101213,Hr_0_0,1e-08,11,5,1e-04,-0.1,10x_growth
260,9.87869e-07,pi2_0_0_0_0,1e-08,11,5,1e-04,-0.1,10x_growth
261,2.19225e-08,DD_0_0,1e-08,11,10,1e-04,-0.1,10x_growth
262,3.3656e-09,Dr_0_0_l_0,1e-08,11,10,1e-04,-0.1,10x_growth
263,0.000974824,Hl_0_0,1e-08,11,10,1e-04,-0.1,10x_growth
264,0.00101213,Hr_0_0,1e-08,11,10,1e-04,-0.1,10x_growth
265,9.87869e-07,pi2_0_0_0_0,1e-08,11,10,1e-04,-0.1,10x_growth
266,2.19225e-08,DD_0_0,1e-08,11,20,1e-04,-0.1,10x_growth
267,3.3656e-09,Dr_0_0_l_0,1e-08,11,20,1e-04,-0.1,10x_growth
268,0.000974824,Hl_0_0,1e-08,11,20,1e-04,-0.1,10x_growth
269,0.00101213,Hr_0_0,1e-08,11,20,1e-04,-0.1,10x_growth
270,9.87869e-07,pi2_0_0_0_0,1e-08,11,20,1e-04,-0.1,10x_growth
271,2.19225e-08,DD_0_0,1e-08,11,100,1e-04,-0.1,10x_growth
272,3.3656e-09,Dr_0_0_l_0,1e-08,11,100,1e-04,-0.1,10x_growth
273,0.000974824,Hl_0_0,1e-08,11,100,1e-04,-0.1,10x_growth
274,0.00101213,Hr_0_0,1e-08,11,100,1e-04,-0.1,10x_growth
275,9.87869e-07,pi2_0_0_0_0,1e-08,11,100,1e-04,-0.1,10x_growth
276,2.43551e-09,DD_0_0,1e-08,12,2,0.001,-0.1,10x_growth
277,4.95754e-11,Dr_0_0_l_0,1e-08,12,2,0.001,-0.1,10x_growth
278,0.000974812,Hl_0_0,1e-08,12,2,0.001,-0.1,10x_growth
279,0.00101213,Hr_0_0,1e-08,12,2,0.001,-0.1,10x_growth
280,9.8666e-07,pi2_0_0_0_0,1e-08,12,2,0.001,-0.1,10x_growth
281,2.43554e-09,DD_0_0,1e-08,12,5,0.001,-0.1,10x_growth
282,4.95753e-11,Dr_0_0_l_0,1e-08,12,5,0.001,-0.1,10x_growth
283,0.000974824,Hl_0_0,1e-08,12,5,0.001,-0.1,10x_growth
284,0.00101213,Hr_0_0,1e-08,12,5,0.001,-0.1,10x_growth
285,9.86672e-07,pi2_0_0_0_0,1e-08,12,5,0.001,-0.1,10x_growth
286,2.43554e-09,DD_0_0,1e-08,12,10,0.001,-0.1,10x_growth
287,4.95753e-11,Dr_0_0_l_0,1e-08,12,10,0.001,-0.1,10x_growth
288,0.000974824,Hl_0_0,1e-08,12,10,0.001,-0.1,10x_growth
289,0.00101213,Hr_0_0,1e-08,12,10,0.001,-0.1,10x_growth
290,9.86672e-07,pi2_0_0_0_0,1e-08,12,10,0.001,-0.1,10x_growth
291,2.43554e-09,DD_0_0,1e-08,12,20,0.001,-0.1,10x_growth
