vals,stats,mu,model,order,r,s,demo
1105,7.75718e-07,pi2_0_0_0_0,1e-08,15,2,1e-06,-1,constant
1106,2.8207e-07,DD_0_0,1e-08,15,5,1e-06,-1,constant
1107,2.29792e-07,Dr_0_0_l_0,1e-08,15,5,1e-06,-1,constant
1108,0.000686975,Hl_0_0,1e-08,15,5,1e-06,-1,constant
1109,0.000999882,Hr_0_0,1e-08,15,5,1e-06,-1,constant
1110,7.89649e-07,pi2_0_0_0_0,1e-08,15,5,1e-06,-1,constant
1111,2.82096e-07,DD_0_0,1e-08,15,10,1e-06,-1,constant
1112,2.29819e-07,Dr_0_0_l_0,1e-08,15,10,1e-06,-1,constant
1113,0.000686964,Hl_0_0,1e-08,15,10,1e-06,-1,constant
1114,0.000999882,Hr_0_0,1e-08,15,10,1e-06,-1,constant
1115,7.89664e-07,pi2_0_0_0_0,1e-08,15,10,1e-06,-1,constant
1116,2.82096e-07,DD_0_0,1e-08,15,20,1e-06,-1,constant
1117,2.29819e-07,Dr_0_0_l_0,1e-08,15,20,1e-06,-1,constant
1118,0.000686964,Hl_0_0,1e-08,15,20,1e-06,-1,constant
1119,0.000999882,Hr_0_0,1e-08,15,20,1e-06,-1,constant
1120,7.89664e-07,pi2_0_0_0_0,1e-08,15,20,1e-06,-1,constant
1121,2.82097e-07,DD_0_0,1e-08,15,100,1e-06,-1,constant
1122,2.29823e-07,Dr_0_0_l_0,1e-08,15,100,1e-06,-1,constant
1123,0.000686964,Hl_0_0,1e-08,15,100,1e-06,-1,constant
1124,0.000999882,Hr_0_0,1e-08,15,100,1e-06,-1,constant
1125,7.89663e-07,pi2_0_0_0_0,1e-08,15,100,1e-06,-1,constant
1126,1.48371e-07,DD_0_0,1e-08,16,2,1e-05,-1,constant
1127,1.04052e-07,Dr_0_0_l_0,1e-08,16,2,1e-05,-1,constant
1128,0.000678571,Hl_0_0,1e-08,16,2,1e-05,-1,constant
1129,0.000999942,Hr_0_0,1e-08,16,2,1e-05,-1,constant
1130,7.24243e-07,pi2_0_0_0_0,1e-08,16,2,1e-05,-1,constant
1131,1.52117e-07,DD_0_0,1e-08,16,5,1e-05,-1,constant
1132,1.06993e-07,Dr_0_0_l_0,1e-08,16,5,1e-05,-1,constant
1133,0.000686975,Hl_0_0,1e-08,16,5,1e-05,-1,constant
1134,0.000999941,Hr_0_0,1e-08,16,5,1e-05,-1,constant
1135,7.34417e-07,pi2_0_0_0_0,1e-08,16,5,1e-05,-1,constant
1136,1.52117e-07,DD_0_0,1e-08,16,10,1e-05,-1,constant
1137,1.06995e-07,Dr_0_0_l_0,1e-08,16,10,1e-05,-1,constant
1138,0.000686964,Hl_0_0,1e-08,16,10,1e-05,-1,constant
1139,0.000999941,Hr_0_0,1e-08,16,10,1e-05,-1,constant
1140,7.34412e-07,pi2_0_0_0_0,1e-08,16,10,1e-05,-1,constant
1141,1.52117e-07,DD_0_0,1e-08,16,20,1e-05,-1,constant
1142,1.06995e-07,Dr_0_0_l_0,1e-08,16,20,1e-05,-1,constant
1143,0.000686964,Hl_0_0,1e-08,16,20,1e-05,-1,constant
1144,0.000999941,Hr_0_0,1e-08,16,20,1e-05,-1,constant
1145,7.34412e-07,pi2_0_0_0_0,1e-08,16,20,1e-05,-1,constant
1146,1.52114e-07,DD_0_0,1e-08,16,100,1e-05,-1,constant
1147,1.06993e-07,Dr_0_0_l_0,1e-08,16,100,1e-05,-1,constant
1148,0.000686964,Hl_0_0,1e-08,16,100,1e-05,-1,constant
1149,0.000999941,Hr_0_0,1e-08,16,100,1e-05,-1,constant
1150,7.34413e-07,pi2_0_0_0_0,1e-08,16,100,1e-05,-1,constant
1151,2.90103e-08,DD_0_0,1e-08,17,2,1e-04,-1,constant
1152,8.79544e-09,Dr_0_0_l_0,1e-08,17,2,1e-04,-1,constant
1153,0.000678571,Hl_0_0,1e-08,17,2,1e-04,-1,constant
1154,0.000999986,Hr_0_0,1e-08,17,2,1e-04,-1,constant
1155,6.82344e-07,pi2_0_0_0_0,1e-08,17,2,1e-04,-1,constant
1156,2.94194e-08,DD_0_0,1e-08,17,5,1e-04,-1,constant
1157,8.89885e-09,Dr_0_0_l_0,1e-08,17,5,1e-04,-1,constant
1158,0.000686975,Hl_0_0,1e-08,17,5,1e-04,-1,constant
1159,0.000999986,Hr_0_0,1e-08,17,5,1e-04,-1,constant
1160,6.90833e-07,pi2_0_0_0_0,1e-08,17,5,1e-04,-1,constant
1161,2.94189e-08,DD_0_0,1e-08,17,10,1e-04,-1,constant
1162,8.89876e-09,Dr_0_0_l_0,1e-08,17,10,1e-04,-1,constant
1163,0.000686964,Hl_0_0,1e-08,17,10,1e-04,-1,constant
1164,0.000999986,Hr_0_0,1e-08,17,10,1e-04,-1,constant
1165,6.90822e-07,pi2_0_0_0_0,1e-08,17,10,1e-04,-1,constant
1166,2.94189e-08,DD_0_0,1e-08,17,20,1e-04,-1,constant
1167,8.89877e-09,Dr_0_0_l_0,1e-08,17,20,1e-04,-1,constant
1168,0.000686964,Hl_0_0,1e-08,17,20,1e-04,-1,constant
1169,0.000999986,Hr_0_0,1e-08,17,20,1e-04,-1,constant
1170,6.90822e-07,pi2_0_0_0_0,1e-08,17,20,1e-04,-1,constant
1171,2.94185e-08,DD_0_0,1e-08,17,100,1e-04,-1,constant
1172,8.89777e-09,Dr_0_0_l_0,1e-08,17,100,1e-04,-1,constant
1173,0.000686964,Hl_0_0,1e-08,17,100,1e-04,-1,constant
1174,0.000999986,Hr_0_0,1e-08,17,100,1e-04,-1,constant
1175,6.90821e-07,pi2_0_0_0_0,1e-08,17,100,1e-04,-1,constant
1176,3.32868e-09,DD_0_0,1e-08,18,2,0.001,-1,constant
1177,1.54273e-10,Dr_0_0_l_0,1e-08,18,2,0.001,-1,constant
1178,0.000678571,Hl_0_0,1e-08,18,2,0.001,-1,constant
1179,0.00099999,Hr_0_0,1e-08,18,2,0.001,-1,constant
1180,6.78624e-07,pi2_0_0_0_0,1e-08,18,2,0.001,-1,constant
1181,3.3705e-09,DD_0_0,1e-08,18,5,0.001,-1,constant
1182,1.5519e-10,Dr_0_0_l_0,1e-08,18,5,0.001,-1,constant
1183,0.000686975,Hl_0_0,1e-08,18,5,0.001,-1,constant
1184,0.00099999,Hr_0_0,1e-08,18,5,0.001,-1,constant
1185,6.87028e-07,pi2_0_0_0_0,1e-08,18,5,0.001,-1,constant
1186,3.37045e-09,DD_0_0,1e-08,18,10,0.001,-1,constant
1187,1.55189e-10,Dr_0_0_l_0,1e-08,18,10,0.001,-1,constant
1188,0.000686964,Hl_0_0,1e-08,18,10,0.001,-1,constant
1189,0.00099999,Hr_0_0,1e-08,18,10,0.001,-1,constant
1190,6.87018e-07,pi2_0_0_0_0,1e-08,18,10,0.001,-1,constant
1191,3.37045e-09,DD_0_0,1e-08,18,20,0.001,-1,constant
1192,1.55188e-10,Dr_0_0_l_0,1e-08,18,20,0.001,-1,constant
1193,0.000686964,Hl_0_0,1e-08,18,20,0.001,-1,constant
1194,0.00099999,Hr_0_0,1e-08,18,20,0.001,-1,constant
1195,6.87018e-07,pi2_0_0_0_0,1e-08,18,20,0.001,-1,constant
1196,3.3705e-09,DD_0_0,1e-08,18,100,0.001,-1,constant
1197,1.5492e-10,Dr_0_0_l_0,1e-08,18,100,0.001,-1,constant
1198,0.000686964,Hl_0_0,1e-08,18,100,0.001,-1,constant
1199,0.00099999,Hr_0_0,1e-08,18,100,0.001,-1,constant
1200,6.87018e-07,pi2_0_0_0_0,1e-08,18,100,0.001,-1,constant
1201,1.40784e-09,DD_0_0,1e-08,19,2,1e-08,-10,constant
1202,2.72461e-09,Dr_0_0_l_0,1e-08,19,2,1e-08,-10,constant
1203,8.56304e-05,Hl_0_0,1e-08,19,2,1e-08,-10,constant
1204,0.000999987,Hr_0_0,1e-08,19,2,1e-08,-10,constant
1205,8.6432e-08,pi2_0_0_0_0,1e-08,19,2,1e-08,-10,constant
1206,1.03156e-08,DD_0_0,1e-08,19,5,1e-08,-10,constant
1207,1.37826e-08,Dr_0_0_l_0,1e-08,19,5,1e-08,-10,constant
1208,0.000112258,Hl_0_0,1e-08,19,5,1e-08,-10,constant
1209,0.000999762,Hr_0_0,1e-08,19,5,1e-08,-10,constant
1210,1.09915e-07,pi2_0_0_0_0,1e-08,19,5,1e-08,-10,constant
1211,4.12132e-09,DD_0_0,1e-08,19,10,1e-08,-10,constant
1212,6.79523e-09,Dr_0_0_l_0,1e-08,19,10,1e-08,-10,constant
1213,9.63273e-05,Hl_0_0,1e-08,19,10,1e-08,-10,constant
1214,0.000999942,Hr_0_0,1e-08,19,10,1e-08,-10,constant
1215,9.76345e-08,pi2_0_0_0_0,1e-08,19,10,1e-08,-10,constant
1216,5.71231e-09,DD_0_0,1e-08,19,20,1e-08,-10,constant
1217,8.61549e-09,Dr_0_0_l_0,1e-08,19,20,1e-08,-10,constant
1218,9.99876e-05,Hl_0_0,1e-08,19,20,1e-08,-10,constant
1219,0.000999896,Hr_0_0,1e-08,19,20,1e-08,-10,constant
1220,1.00473e-07,pi2_0_0_0_0,1e-08,19,20,1e-08,-10,constant
1221,5.74734e-09,DD_0_0,1e-08,19,100,1e-08,-10,constant
1222,8.65698e-09,Dr_0_0_l_0,1e-08,19,100,1e-08,-10,constant
1223,1e-04,Hl_0_0,1e-08,19,100,1e-08,-10,constant
1224,0.000999895,Hr_0_0,1e-08,19,100,1e-08,-10,constant
1225,1.00494e-07,pi2_0_0_0_0,1e-08,19,100,1e-08,-10,constant
1226,1.41298e-09,DD_0_0,1e-08,20,2,1e-07,-10,constant
1227,2.731e-09,Dr_0_0_l_0,1e-08,20,2,1e-07,-10,constant
1228,8.56304e-05,Hl_0_0,1e-08,20,2,1e-07,-10,constant
1229,0.000999987,Hr_0_0,1e-08,20,2,1e-07,-10,constant
1230,8.64318e-08,pi2_0_0_0_0,1e-08,20,2,1e-07,-10,constant
1231,1.02923e-08,DD_0_0,1e-08,20,5,1e-07,-10,constant
1232,1.3739e-08,Dr_0_0_l_0,1e-08,20,5,1e-07,-10,constant
1233,0.000112258,Hl_0_0,1e-08,20,5,1e-07,-10,constant
1234,0.000999763,Hr_0_0,1e-08,20,5,1e-07,-10,constant
1235,1.09925e-07,pi2_0_0_0_0,1e-08,20,5,1e-07,-10,constant
1236,4.12119e-09,DD_0_0,1e-08,20,10,1e-07,-10,constant
1237,6.78973e-09,Dr_0_0_l_0,1e-08,20,10,1e-07,-10,constant
1238,9.63273e-05,Hl_0_0,1e-08,20,10,1e-07,-10,constant
1239,0.000999942,Hr_0_0,1e-08,20,10,1e-07,-10,constant
1240,9.7631e-08,pi2_0_0_0_0,1e-08,20,10,1e-07,-10,constant
1241,5.72284e-09,DD_0_0,1e-08,20,20,1e-07,-10,constant
1242,8.6211e-09,Dr_0_0_l_0,1e-08,20,20,1e-07,-10,constant
1243,9.99876e-05,Hl_0_0,1e-08,20,20,1e-07,-10,constant
1244,0.000999896,Hr_0_0,1e-08,20,20,1e-07,-10,constant
1245,1.00478e-07,pi2_0_0_0_0,1e-08,20,20,1e-07,-10,constant
1246,5.73717e-09,DD_0_0,1e-08,20,100,1e-07,-10,constant
1247,8.63587e-09,Dr_0_0_l_0,1e-08,20,100,1e-07,-10,constant
1248,1e-04,Hl_0_0,1e-08,20,100,1e-07,-10,constant
1249,0.000999896,Hr_0_0,1e-08,20,100,1e-07,-10,constant
1250,1.00486e-07,pi2_0_0_0_0,1e-08,20,100,1e-07,-10,constant
1251,1.46292e-09,DD_0_0,1e-08,21,2,1e-06,-10,constant
1252,2.79192e-09,Dr_0_0_l_0,1e-08,21,2,1e-06,-10,constant
1253,8.56304e-05,Hl_0_0,1e-08,21,2,1e-06,-10,constant
1254,0.000999986,Hr_0_0,1e-08,21,2,1e-06,-10,constant
1255,8.64291e-08,pi2_0_0_0_0,1e-08,21,2,1e-06,-10,constant
1256,1.00652e-08,DD_0_0,1e-08,21,5,1e-06,-10,constant
1257,1.3315e-08,Dr_0_0_l_0,1e-08,21,5,1e-06,-10,constant
1258,0.000112258,Hl_0_0,1e-08,21,5,1e-06,-10,constant
1259,0.00099977,Hr_0_0,1e-08,21,5,1e-06,-10,constant
1260,1.1002e-07,pi2_0_0_0_0,1e-08,21,5,1e-06,-10,constant
1261,4.11862e-09,DD_0_0,1e-08,21,10,1e-06,-10,constant
1262,6.73319e-09,Dr_0_0_l_0,1e-08,21,10,1e-06,-10,constant
1263,9.63273e-05,Hl_0_0,1e-08,21,10,1e-06,-10,constant
1264,0.000999941,Hr_0_0,1e-08,21,10,1e-06,-10,constant
1265,9.75967e-08,pi2_0_0_0_0,1e-08,21,10,1e-06,-10,constant
1266,5.64906e-09,DD_0_0,1e-08,21,20,1e-06,-10,constant
1267,8.45207e-09,Dr_0_0_l_0,1e-08,21,20,1e-06,-10,constant
1268,9.99876e-05,Hl_0_0,1e-08,21,20,1e-06,-10,constant
1269,0.000999898,Hr_0_0,1e-08,21,20,1e-06,-10,constant
1270,1.00482e-07,pi2_0_0_0_0,1e-08,21,20,1e-06,-10,constant
1271,5.65798e-09,DD_0_0,1e-08,21,100,1e-06,-10,constant
1272,8.46229e-09,Dr_0_0_l_0,1e-08,21,100,1e-06,-10,constant
1273,1e-04,Hl_0_0,1e-08,21,100,1e-06,-10,constant
1274,0.000999898,Hr_0_0,1e-08,21,100,1e-06,-10,constant
1275,1.00476e-07,pi2_0_0_0_0,1e-08,21,100,1e-06,-10,constant
1276,1.8368e-09,DD_0_0,1e-08,22,2,1e-05,-10,constant
1277,3.15848e-09,Dr_0_0_l_0,1e-08,22,2,1e-05,-10,constant
1278,8.56304e-05,Hl_0_0,1e-08,22,2,1e-05,-10,constant
1279,0.000999977,Hr_0_0,1e-08,22,2,1e-05,-10,constant
1280,8.63809e-08,pi2_0_0_0_0,1e-08,22,2,1e-05,-10,constant
1281,8.25653e-09,DD_0_0,1e-08,22,5,1e-05,-10,constant
1282,1.00479e-08,Dr_0_0_l_0,1e-08,22,5,1e-05,-10,constant
1283,0.000112258,Hl_0_0,1e-08,22,5,1e-05,-10,constant
1284,0.000999828,Hr_0_0,1e-08,22,5,1e-05,-10,constant
1285,1.10746e-07,pi2_0_0_0_0,1e-08,22,5,1e-05,-10,constant
1286,4.00904e-09,DD_0_0,1e-08,22,10,1e-05,-10,constant
1287,6.08912e-09,Dr_0_0_l_0,1e-08,22,10,1e-05,-10,constant
1288,9.63273e-05,Hl_0_0,1e-08,22,10,1e-05,-10,constant
1289,0.000999942,Hr_0_0,1e-08,22,10,1e-05,-10,constant
1290,9.73201e-08,pi2_0_0_0_0,1e-08,22,10,1e-05,-10,constant
1291,5.0824e-09,DD_0_0,1e-08,22,20,1e-05,-10,constant
1292,7.09683e-09,Dr_0_0_l_0,1e-08,22,20,1e-05,-10,constant
1293,9.99876e-05,Hl_0_0,1e-08,22,20,1e-05,-10,constant
1294,0.000999913,Hr_0_0,1e-08,22,20,1e-05,-10,constant
1295,1.00417e-07,pi2_0_0_0_0,1e-08,22,20,1e-05,-10,constant
1296,5.07315e-09,DD_0_0,1e-08,22,100,1e-05,-10,constant
1297,7.08846e-09,Dr_0_0_l_0,1e-08,22,100,1e-05,-10,constant
1298,1e-04,Hl_0_0,1e-08,22,100,1e-05,-10,constant
1299,0.000999914,Hr_0_0,1e-08,22,100,1e-05,-10,constant
1300,1.00422e-07,pi2_0_0_0_0,1e-08,22,100,1e-05,-10,constant
1301,1.83853e-09,DD_0_0,1e-08,23,2,1e-04,-10,constant
1302,1.81002e-09,Dr_0_0_l_0,1e-08,23,2,1e-04,-10,constant
1303,8.56304e-05,Hl_0_0,1e-08,23,2,1e-04,-10,constant
1304,0.000999976,Hr_0_0,1e-08,23,2,1e-04,-10,constant
1305,8.59061e-08,pi2_0_0_0_0,1e-08,23,2,1e-04,-10,constant
1306,3.18549e-09,DD_0_0,1e-08,23,5,1e-04,-10,constant
1307,2.34685e-09,Dr_0_0_l_0,1e-08,23,5,1e-04,-10,constant
1308,0.000112258,Hl_0_0,1e-08,23,5,1e-04,-10,constant
1309,0.000999959,Hr_0_0,1e-08,23,5,1e-04,-10,constant
1310,1.12182e-07,pi2_0_0_0_0,1e-08,23,5,1e-04,-10,constant
1311,2.38101e-09,DD_0_0,1e-08,23,10,1e-04,-10,constant
1312,2.16321e-09,Dr_0_0_l_0,1e-08,23,10,1e-04,-10,constant
1313,9.63273e-05,Hl_0_0,1e-08,23,10,1e-04,-10,constant
1314,0.00099997,Hr_0_0,1e-08,23,10,1e-04,-10,constant
1315,9.65744e-08,pi2_0_0_0_0,1e-08,23,10,1e-04,-10,constant
1316,2.56617e-09,DD_0_0,1e-08,23,20,1e-04,-10,constant
1317,2.20238e-09,Dr_0_0_l_0,1e-08,23,20,1e-04,-10,constant
1318,9.99876e-05,Hl_0_0,1e-08,23,20,1e-04,-10,constant
1319,0.000999967,Hr_0_0,1e-08,23,20,1e-04,-10,constant
1320,1.00157e-07,pi2_0_0_0_0,1e-08,23,20,1e-04,-10,constant
1321,2.56664e-09,DD_0_0,1e-08,23,100,1e-04,-10,constant
1322,2.20205e-09,Dr_0_0_l_0,1e-08,23,100,1e-04,-10,constant
1323,1e-04,Hl_0_0,1e-08,23,100,1e-04,-10,constant
1324,0.000999967,Hr_0_0,1e-08,23,100,1e-04,-10,constant
1325,1.00172e-07,pi2_0_0_0_0,1e-08,23,100,1e-04,-10,constant
1326,3.81897e-10,DD_0_0,1e-08,24,2,0.001,-10,constant
1327,8.20488e-11,Dr_0_0_l_0,1e-08,24,2,0.001,-10,constant
1328,8.56304e-05,Hl_0_0,1e-08,24,2,0.001,-10,constant
1329,0.000999989,Hr_0_0,1e-08,24,2,0.001,-10,constant
1330,8.56401e-08,pi2_0_0_0_0,1e-08,24,2,0.001,-10,constant
1331,5.14574e-10,DD_0_0,1e-08,24,5,0.001,-10,constant
1332,8.6071e-11,Dr_0_0_l_0,1e-08,24,5,0.001,-10,constant
1333,0.000112258,Hl_0_0,1e-08,24,5,0.001,-10,constant
1334,0.000999989,Hr_0_0,1e-08,24,5,0.001,-10,constant
1335,1.12263e-07,pi2_0_0_0_0,1e-08,24,5,0.001,-10,constant
1336,4.35209e-10,DD_0_0,1e-08,24,10,0.001,-10,constant
1337,8.46895e-11,Dr_0_0_l_0,1e-08,24,10,0.001,-10,constant
1338,9.63273e-05,Hl_0_0,1e-08,24,10,0.001,-10,constant
1339,0.000999989,Hr_0_0,1e-08,24,10,0.001,-10,constant
1340,9.63356e-08,pi2_0_0_0_0,1e-08,24,10,0.001,-10,constant
1341,4.53445e-10,DD_0_0,1e-08,24,20,0.001,-10,constant
1342,8.50055e-11,Dr_0_0_l_0,1e-08,24,20,0.001,-10,constant
1343,9.99876e-05,Hl_0_0,1e-08,24,20,0.001,-10,constant
1344,0.000999989,Hr_0_0,1e-08,24,20,0.001,-10,constant
1345,9.99952e-08,pi2_0_0_0_0,1e-08,24,20,0.001,-10,constant
1346,4.53601e-10,DD_0_0,1e-08,24,100,0.001,-10,constant
1347,8.48709e-11,Dr_0_0_l_0,1e-08,24,100,0.001,-10,constant
1348,1e-04,Hl_0_0,1e-08,24,100,0.001,-10,constant
1349,0.000999989,Hr_0_0,1e-08,24,100,0.001,-10,constant
1350,1.0001e-07,pi2_0_0_0_0,1e-08,24,100,0.001,-10,constant
1351,4.21661e-11,DD_0_0,1e-08,25,2,1e-08,-100,constant
1352,8.20554e-11,Dr_0_0_l_0,1e-08,25,2,1e-08,-100,constant
1353,9.72036e-06,Hl_0_0,1e-08,25,2,1e-08,-100,constant
1354,0.000999982,Hr_0_0,1e-08,25,2,1e-08,-100,constant
1355,9.72181e-09,pi2_0_0_0_0,1e-08,25,2,1e-08,-100,constant
1356,8.81914e-11,DD_0_0,1e-08,25,5,1e-08,-100,constant
1357,1.67829e-10,Dr_0_0_l_0,1e-08,25,5,1e-08,-100,constant
1358,1.05903e-05,Hl_0_0,1e-08,25,5,1e-08,-100,constant
1359,0.000999961,Hr_0_0,1e-08,25,5,1e-08,-100,constant
1360,1.0519e-08,pi2_0_0_0_0,1e-08,25,5,1e-08,-100,constant
1361,-1.61917e-11,DD_0_0,1e-08,25,10,1e-08,-100,constant
1362,-2.64957e-11,Dr_0_0_l_0,1e-08,25,10,1e-08,-100,constant
1363,9.19175e-06,Hl_0_0,1e-08,25,10,1e-08,-100,constant
1364,0.00100001,Hr_0_0,1e-08,25,10,1e-08,-100,constant
1365,9.26354e-09,pi2_0_0_0_0,1e-08,25,10,1e-08,-100,constant
1366,-1.04232e-10,DD_0_0,1e-08,25,20,1e-08,-100,constant
1367,-1.88575e-10,Dr_0_0_l_0,1e-08,25,20,1e-08,-100,constant
1368,8.84926e-06,Hl_0_0,1e-08,25,20,1e-08,-100,constant
1369,0.00100006,Hr_0_0,1e-08,25,20,1e-08,-100,constant
1370,9.06484e-09,pi2_0_0_0_0,1e-08,25,20,1e-08,-100,constant
1371,-1.04386e-11,DD_0_0,1e-08,25,100,1e-08,-100,constant
1372,-1.40161e-11,Dr_0_0_l_0,1e-08,25,100,1e-08,-100,constant
1373,9.84065e-06,Hl_0_0,1e-08,25,100,1e-08,-100,constant
1374,0.00100001,Hr_0_0,1e-08,25,100,1e-08,-100,constant
1375,9.94405e-09,pi2_0_0_0_0,1e-08,25,100,1e-08,-100,constant
1376,4.21625e-11,DD_0_0,1e-08,26,2,1e-07,-100,constant
1377,8.20417e-11,Dr_0_0_l_0,1e-08,26,2,1e-07,-100,constant
1378,9.72036e-06,Hl_0_0,1e-08,26,2,1e-07,-100,constant
1379,0.000999982,Hr_0_0,1e-08,26,2,1e-07,-100,constant
1380,9.72181e-09,pi2_0_0_0_0,1e-08,26,2,1e-07,-100,constant
1381,8.81693e-11,DD_0_0,1e-08,26,5,1e-07,-100,constant
1382,1.67763e-10,Dr_0_0_l_0,1e-08,26,5,1e-07,-100,constant
1383,1.05903e-05,Hl_0_0,1e-08,26,5,1e-07,-100,constant
1384,0.000999962,Hr_0_0,1e-08,26,5,1e-07,-100,constant
1385,1.0519e-08,pi2_0_0_0_0,1e-08,26,5,1e-07,-100,constant
1386,-1.61692e-11,DD_0_0,1e-08,26,10,1e-07,-100,constant
1387,-2.64362e-11,Dr_0_0_l_0,1e-08,26,10,1e-07,-100,constant
1388,9.19175e-06,Hl_0_0,1e-08,26,10,1e-07,-100,constant
1389,0.00100001,Hr_0_0,1e-08,26,10,1e-07,-100,constant
1390,9.26352e-09,pi2_0_0_0_0,1e-08,26,10,1e-07,-100,constant
1391,-1.0426e-10,DD_0_0,1e-08,26,20,1e-07,-100,constant
1392,-1.88568e-10,Dr_0_0_l_0,1e-08,26,20,1e-07,-100,constant
1393,8.84925e-06,Hl_0_0,1e-08,26,20,1e-07,-100,constant
1394,0.00100006,Hr_0_0,1e-08,26,20,1e-07,-100,constant
1395,9.06486e-09,pi2_0_0_0_0,1e-08,26,20,1e-07,-100,constant
1396,9.46241e-12,DD_0_0,1e-08,26,100,1e-07,-100,constant
1397,2.25128e-11,Dr_0_0_l_0,1e-08,26,100,1e-07,-100,constant
1398,9.84065e-06,Hl_0_0,1e-08,26,100,1e-07,-100,constant
1399,0.001,Hr_0_0,1e-08,26,100,1e-07,-100,constant
1400,9.90935e-09,pi2_0_0_0_0,1e-08,26,100,1e-07,-100,constant
1401,4.21355e-11,DD_0_0,1e-08,27,2,1e-06,-100,constant
1402,8.19214e-11,Dr_0_0_l_0,1e-08,27,2,1e-06,-100,constant
1403,9.72036e-06,Hl_0_0,1e-08,27,2,1e-06,-100,constant
1404,0.000999982,Hr_0_0,1e-08,27,2,1e-06,-100,constant
1405,9.72182e-09,pi2_0_0_0_0,1e-08,27,2,1e-06,-100,constant
1406,8.79455e-11,DD_0_0,1e-08,27,5,1e-06,-100,constant
1407,1.671e-10,Dr_0_0_l_0,1e-08,27,5,1e-06,-100,constant
1408,1.05903e-05,Hl_0_0,1e-08,27,5,1e-06,-100,constant
1409,0.000999962,Hr_0_0,1e-08,27,5,1e-06,-100,constant
1410,1.05194e-08,pi2_0_0_0_0,1e-08,27,5,1e-06,-100,constant
1411,-1.59344e-11,DD_0_0,1e-08,27,10,1e-06,-100,constant
1412,-2.58258e-11,Dr_0_0_l_0,1e-08,27,10,1e-06,-100,constant
1413,9.19175e-06,Hl_0_0,1e-08,27,10,1e-06,-100,constant
1414,0.00100001,Hr_0_0,1e-08,27,10,1e-06,-100,constant
1415,9.26332e-09,pi2_0_0_0_0,1e-08,27,10,1e-06,-100,constant
1416,-1.03413e-10,DD_0_0,1e-08,27,20,1e-06,-100,constant
1417,-1.86412e-10,Dr_0_0_l_0,1e-08,27,20,1e-06,-100,constant
1418,8.84925e-06,Hl_0_0,1e-08,27,20,1e-06,-100,constant
1419,0.00100006,Hr_0_0,1e-08,27,20,1e-06,-100,constant
1420,9.06387e-09,pi2_0_0_0_0,1e-08,27,20,1e-06,-100,constant
1421,-1.46176e-11,DD_0_0,1e-08,27,100,1e-06,-100,constant
1422,-2.14469e-11,Dr_0_0_l_0,1e-08,27,100,1e-06,-100,constant
1423,9.84064e-06,Hl_0_0,1e-08,27,100,1e-06,-100,constant
1424,0.00100002,Hr_0_0,1e-08,27,100,1e-06,-100,constant
1425,9.95098e-09,pi2_0_0_0_0,1e-08,27,100,1e-06,-100,constant
1426,4.18588e-11,DD_0_0,1e-08,28,2,1e-05,-100,constant
1427,8.07325e-11,Dr_0_0_l_0,1e-08,28,2,1e-05,-100,constant
1428,9.72036e-06,Hl_0_0,1e-08,28,2,1e-05,-100,constant
1429,0.000999983,Hr_0_0,1e-08,28,2,1e-05,-100,constant
1430,9.72183e-09,pi2_0_0_0_0,1e-08,28,2,1e-05,-100,constant
1431,8.57867e-11,DD_0_0,1e-08,28,5,1e-05,-100,constant
1432,1.60726e-10,Dr_0_0_l_0,1e-08,28,5,1e-05,-100,constant
1433,1.05903e-05,Hl_0_0,1e-08,28,5,1e-05,-100,constant
1434,0.000999963,Hr_0_0,1e-08,28,5,1e-05,-100,constant
1435,1.05231e-08,pi2_0_0_0_0,1e-08,28,5,1e-05,-100,constant
1436,-1.36535e-11,DD_0_0,1e-08,28,10,1e-05,-100,constant
1437,-1.99471e-11,Dr_0_0_l_0,1e-08,28,10,1e-05,-100,constant
1438,9.19175e-06,Hl_0_0,1e-08,28,10,1e-05,-100,constant
1439,0.00100001,Hr_0_0,1e-08,28,10,1e-05,-100,constant
1440,9.26136e-09,pi2_0_0_0_0,1e-08,28,10,1e-05,-100,constant
1441,-9.58415e-11,DD_0_0,1e-08,28,20,1e-05,-100,constant
1442,-1.66926e-10,Dr_0_0_l_0,1e-08,28,20,1e-05,-100,constant
1443,8.84925e-06,Hl_0_0,1e-08,28,20,1e-05,-100,constant
1444,0.00100005,Hr_0_0,1e-08,28,20,1e-05,-100,constant
1445,9.05498e-09,pi2_0_0_0_0,1e-08,28,20,1e-05,-100,constant
1446,-7.37722e-12,DD_0_0,1e-08,28,100,1e-05,-100,constant
1447,-6.34456e-12,Dr_0_0_l_0,1e-08,28,100,1e-05,-100,constant
1448,9.84065e-06,Hl_0_0,1e-08,28,100,1e-05,-100,constant
1449,0.00100001,Hr_0_0,1e-08,28,100,1e-05,-100,constant
1450,9.93827e-09,pi2_0_0_0_0,1e-08,28,100,1e-05,-100,constant
1451,3.93019e-11,DD_0_0,1e-08,29,2,1e-04,-100,constant
1452,7.01785e-11,Dr_0_0_l_0,1e-08,29,2,1e-04,-100,constant
1453,9.72036e-06,Hl_0_0,1e-08,29,2,1e-04,-100,constant
1454,0.000999984,Hr_0_0,1e-08,29,2,1e-04,-100,constant
1455,9.72187e-09,pi2_0_0_0_0,1e-08,29,2,1e-04,-100,constant
